wekalp_ref,BUSINESS_DATE,LOAN_NUM,MATURITY_DATE,START_DATE,OUTSTANDING_PRINCIPAL_AMOUNT,OUTSTANDING_INTEREST_AMOUNT,CURRENCY,BRANCH,PURPOSE,CUSTOMER_CODE,COUNTERPARTY_TYPE,SECURED_IND,PRODUCT TYPE,CUSTOMER NAME,ORG_DESC,INDUSTRY_DESC,CUSTOMER_TYPE,TOT_OUT_AMT_INR,LR_BUCKET,SYSTEM_ASSET_CLASSIFICATION,Asset Classification ID
wekalp_ref504,20221231,DUB-INR-OD-15943-613,20250331,20200301,-1366481.63,-4243.89,INR,DUB,LA,CUST-15943,Overseas Bank,Y,OD,ABC2610,Aviation,Man Made Textiles,SMALL,-1370725.5199999998,More than 2 months and upto 3 months,SUB-STANDARD,5
wekalp_ref505,20221231,DUB-EUR-CC-49839-614,20250331,20200301,776093.11,15421.16,EUR,DUB,LA,CUST-49839,Corporate,Y,CC,ABC5266,Agriculture,Railways,MEDIUM,69760110.18645,31 Days and upto 2 months,STANDARD,5
wekalp_ref506,20221231,MUM-GBP-CC-18090-615,20250331,20200301,93201.34,11531.27,GBP,MUM,LA,CUST-18090,Overseas Bank,Y,CC,ABC8670,Tourism,Iron and Steel,MICRO,10423774.841775,15-30 Days,STANDARD,4
wekalp_ref507,20221231,MUM-EUR-CC-28109-616,20250331,20200301,1523691.28,14906.99,EUR,MUM,LA,CUST-28109,Individual,Y,CC,ABC8217,Tourism,Tea,MICRO,135604358.52645,Over 3 Months and upto 6 months,SUB-STANDARD,5
wekalp_ref508,20221231,DUB-INR-OD-74992-617,20250331,20200301,-892048.48,-5450.21,INR,DUB,LA,CUST-74992,Individual,Y,OD,ABC6678,Others,Iron and Steel,MICRO,-897498.69,Over 1 Year and upto 3 years,STANDARD,5
wekalp_ref509,20221231,DEL-USD-CM-66784-618,20250331,20200301,1668543.04,11982.15,USD,DEL,LA,CUST-66784,Financial Institution,N,CM,ABC4655,Agriculture,Others,MICRO,139021446.34274998,31 Days and upto 2 months,STANDARD,5
wekalp_ref510,20221231,DEL-USD-CC-68544-619,20250331,20200301,319163.51,16934.01,USD,DEL,LA,CUST-68544,Financial Institution,Y,CC,ABC4484,Individual,Man Made Textiles,SMALL,27803667.342,15-30 Days,SUB-STANDARD,4
wekalp_ref511,20221231,MUM-EUR-TL-73443-621,20250331,20200301,1597943.45,8145.65,EUR,MUM,LA,CUST-73443,Corporate,Y,TL,ABC3721,Real Estate,Electronics,SMALL,141552662.8285,Over 6 Months and upto 1 year,SUB-STANDARD,4
wekalp_ref512,20221231,DUB-GBP-CC-30916-622,20250331,20200301,1013250.36,16192.42,GBP,DUB,LA,CUST-30916,Individual,N,CC,ABC1950,Shipping,Food Processing,MEDIUM,102457866.28645001,More than 2 months and upto 3 months,STANDARD,2
wekalp_ref513,20221231,DEL-GBP-CC-79182-623,20250331,20200301,1137667.79,6413.29,GBP,DEL,LA,CUST-79182,Cooperative Bank,N,CC,ABC784,Shipping,Railways,MICRO,113867529.6897,2-7 Days,SUB-STANDARD,5
wekalp_ref514,20221231,MUM-EUR-CC-77658-624,20250331,20200301,1861248.26,16704.61,EUR,MUM,LA,CUST-77658,Financial Institution,N,CC,ABC9562,Agriculture,Electronics,MEDIUM,165513376.19745,Over 10 year and up to 15 years,STANDARD,3
wekalp_ref515,20221231,DUB-EUR-TL-36513-625,20250331,20200301,1941909.76,16038.17,EUR,DUB,MM,CUST-36513,Financial Institution,Y,TL,ABC4254,Shipping,Food Processing,MICRO,172563740.81055,Over 6 Months and upto 1 year,STANDARD,3
wekalp_ref516,20221231,DUB-INR-CC-76383-628,20250331,20200301,1737789.96,4431.76,INR,DUB,LA,CUST-76383,Financial Institution,N,CC,ABC3389,Housing Finance,Tea,LARGE,1742221.72,Day - 1,STANDARD,5
wekalp_ref517,20221231,DUB-EUR-TL-65849-631,20250331,20200301,150911.06,6128.52,EUR,DUB,MM,CUST-65849,Overseas Bank,Y,TL,ABC3345,Agriculture,Food Processing,MEDIUM,13840683.383299999,Over 1 Year and upto 3 years,STANDARD,2
wekalp_ref518,20221231,MUM-INR-CC-29099-632,20250331,20200301,1490038.81,3486.47,INR,MUM,MM,CUST-29099,Financial Institution,Y,CC,ABC4012,Housing Finance,Fertilizer,SMALL,1493525.28,31 Days and upto 2 months,STANDARD,3
wekalp_ref519,20221231,DEL-GBP-CM-20835-634,20250331,20200301,770818.91,9899.76,GBP,DEL,LA,CUST-20835,Corporate,N,CM,ABC3821,Others,Others,SMALL,77702977.42842501,Day - 1,SUB-STANDARD,4
wekalp_ref520,20221231,DEL-USD-CC-38139-635,20250331,20200301,1488051.35,12741.54,USD,DEL,LA,CUST-38139,Corporate,Y,CC,ABC5877,Individual,Railways,MICRO,124153091.82525,15-30 Days,STANDARD,5
wekalp_ref521,20221231,DEL-EUR-CC-66948-636,20250331,20200301,387886.37,16657.15,EUR,DEL,LA,CUST-66948,Corporate,N,CC,ABC2378,Tourism,Wood,MICRO,35654443.1352,Over 3 Years and upto 5 years,STANDARD,2
wekalp_ref522,20221231,MUM-INR-TL-62182-639,20250331,20200301,415198.72,11942.6,INR,MUM,LA,CUST-62182,Individual,N,TL,ABC1507,Transport,Telecommunication,SMALL,427141.32,Over 10 year and up to 15 years,STANDARD,2
wekalp_ref523,20221231,DEL-INR-TL-77205-640,20250331,20200301,1097321.21,3348.04,INR,DEL,LA,CUST-77205,Corporate,N,TL,ABC2978,Shipping,Others,MICRO,1100669.25,Over 10 year and up to 15 years,SUB-STANDARD,3
wekalp_ref524,20221231,DUB-EUR-CC-47944-641,20250331,20200301,913552.67,14547.07,EUR,DUB,LA,CUST-47944,Cooperative Bank,N,CC,ABC9724,Transport,Sugar,MEDIUM,81798070.5849,31 Days and upto 2 months,SUB-STANDARD,4
wekalp_ref525,20221231,MUM-EUR-CM-56416-642,20250331,20200301,1843020.91,9953.16,EUR,MUM,LA,CUST-56416,Cooperative Bank,N,CM,ABC7228,Individual,Leather,MEDIUM,163311869.65945,More than 2 months and upto 3 months,STANDARD,4
wekalp_ref526,20221231,DUB-EUR-OD-72510-645,20250331,20200301,-779810.96,-2019.11,EUR,DUB,MM,CUST-72510,Cooperative Bank,N,OD,ABC5920,Agriculture,Telecommunication,MEDIUM,-68906593.21945,Over 3 Years and upto 5 years,SUB-STANDARD,4
wekalp_ref527,20221231,DEL-GBP-CC-48105-646,20250331,20200301,1372707.05,12492.37,GBP,DEL,LA,CUST-48105,Corporate,N,CC,ABC6056,Software,Fertilizer,MICRO,137865435.27405003,2-7 Days,STANDARD,5
wekalp_ref528,20221231,DEL-EUR-CC-55507-647,20250331,20200301,483365.88,11115.97,EUR,DEL,LA,CUST-55507,Overseas Bank,Y,CC,ABC6004,Housing Finance,Electronics,SMALL,43581157.84975,8-14 Days,SUB-STANDARD,5
wekalp_ref529,20221231,DUB-USD-OD-56283-648,20250331,20200301,-1478626.2,-2110.08,USD,DUB,LA,CUST-56283,Corporate,N,OD,ABC5334,Agriculture,Telecommunication,MICRO,-122493908.76299998,2-7 Days,STANDARD,3
wekalp_ref530,20221231,MUM-EUR-TL-35478-649,20250331,20200301,1487032.89,2080.41,EUR,MUM,MM,CUST-35478,Financial Institution,N,TL,ABC2957,Tourism,Iron and Steel,SMALL,131243000.69549999,Over 1 Year and upto 3 years,SUB-STANDARD,4
wekalp_ref531,20221231,MUM-INR-CM-60515-650,20250331,20200301,1770740.38,10055.99,INR,MUM,LA,CUST-60515,Individual,Y,CM,ABC3805,Individual,Telecommunication,MICRO,1780796.3699999999,Over 6 Months and upto 1 year,DOUBTFUL,2
wekalp_ref532,20221231,DEL-GBP-CC-12466-652,20250331,20200301,1299605.83,6122.59,GBP,DEL,LA,CUST-12466,Financial Institution,Y,CC,ABC4757,Tourism,Others,LARGE,129955885.32155003,Over 6 Months and upto 1 year,SUB-STANDARD,4
wekalp_ref533,20221231,MUM-GBP-TL-56282-653,20250331,20200301,809543.87,10574.12,GBP,MUM,LA,CUST-56282,Corporate,N,TL,ABC189,Shipping,Tea,MICRO,81624293.249725,Over 15 years,STANDARD,4
wekalp_ref534,20221231,DEL-INR-CC-26985-654,20250331,20200301,789251.92,16726.37,INR,DEL,MM,CUST-26985,Cooperative Bank,N,CC,ABC5460,Real Estate,Food Processing,MEDIUM,805978.29,2-7 Days,STANDARD,3
wekalp_ref535,20221231,MUM-USD-CC-18772-655,20250331,20200301,368023.56,7570.17,USD,MUM,MM,CUST-18772,Overseas Bank,Y,CC,ABC7488,Agriculture,Wood,MICRO,31070991.314249996,Over 10 year and up to 15 years,STANDARD,3
wekalp_ref536,20221231,DEL-INR-CC-11282-656,20250331,20200301,964202.44,13922.16,INR,DEL,LA,CUST-11282,Overseas Bank,Y,CC,ABC6694,Software,Iron and Steel,SMALL,978124.6,31 Days and upto 2 months,STANDARD,4
wekalp_ref537,20221231,DUB-GBP-OD-26503-657,20250331,20200301,-28700.61,-19722.4,GBP,DUB,MM,CUST-26503,Financial Institution,Y,OD,ABC5202,Others,Others,MEDIUM,-4819421.127775,Over 3 Years and upto 5 years,STANDARD,1
wekalp_ref538,20221231,DEL-INR-CC-11315-658,20250331,20200301,838950.47,7479.21,INR,DEL,LA,CUST-11315,Corporate,Y,CC,ABC5118,Others,Fertilizer,SMALL,846429.6799999999,Over 10 year and up to 15 years,SUB-STANDARD,3
wekalp_ref539,20221231,DEL-INR-CC-46225-659,20250331,20200301,1128875.47,3013.83,INR,DEL,LA,CUST-46225,Cooperative Bank,Y,CC,ABC2961,Individual,Electronics,MICRO,1131889.3,8-14 Days,STANDARD,5
wekalp_ref540,20221231,DEL-GBP-TL-73697-660,20250331,20200301,1032624.71,11608.39,GBP,DEL,LA,CUST-73697,Corporate,Y,TL,ABC9209,Tourism,Telecommunication,SMALL,103929909.86025,Over 10 year and up to 15 years,STANDARD,4
wekalp_ref541,20221231,DEL-INR-CC-22950-661,20250331,20200301,1384273.91,18887.86,INR,DEL,LA,CUST-22950,Corporate,N,CC,ABC8305,Others,Tea,MEDIUM,1403161.77,Over 10 year and up to 15 years,STANDARD,3
wekalp_ref542,20221231,MUM-EUR-TL-43318-662,20250331,20200301,931372.64,18185.82,EUR,MUM,LA,CUST-43318,Corporate,N,TL,ABC9965,Software,Others,MEDIUM,83689334.8721,31 Days and upto 2 months,STANDARD,5
wekalp_ref543,20221231,DUB-USD-CM-58964-665,20250331,20200301,1665863.42,11270.22,USD,DUB,MM,CUST-58964,Financial Institution,Y,CM,ABC8579,Software,Tea,SMALL,138740880.369,Over 5 years and upto 7 years,STANDARD,5
wekalp_ref544,20221231,DEL-USD-CM-31788-667,20250331,20200301,926509.77,5986.13,USD,DEL,LA,CUST-31788,Cooperative Bank,N,CM,ABC8657,Individual,Telecommunication,LARGE,77140723.3275,Over 6 Months and upto 1 year,DOUBTFUL,2
wekalp_ref545,20221231,MUM-EUR-CM-65835-668,20250331,20200301,108778.73,11106.09,EUR,MUM,LA,CUST-65835,Individual,Y,CM,ABC9593,Aviation,Electronics,MEDIUM,10566048.6107,8-14 Days,SUB-STANDARD,5
wekalp_ref546,20221231,DUB-EUR-CM-64859-669,20250331,20200301,1974961.05,4548.43,EUR,DUB,LA,CUST-64859,Cooperative Bank,N,CM,ABC471,Others,Telecommunication,MEDIUM,174464068.0198,Over 1 Year and upto 3 years,STANDARD,4
wekalp_ref547,20221231,MUM-EUR-OD-18259-670,20250331,20200301,-1567107.06,-9106.75,EUR,MUM,MM,CUST-18259,Overseas Bank,Y,OD,ABC4707,Tourism,Tea,MICRO,-138919604.14435002,Over 15 years,STANDARD,3
wekalp_ref548,20221231,DUB-GBP-OD-58450-673,20250331,20200301,-839446.84,-14711.21,GBP,DUB,MM,CUST-58450,Financial Institution,N,OD,ABC4885,Transport,Electronics,LARGE,-85012215.321375,Over 3 Years and upto 5 years,SUB-STANDARD,5
wekalp_ref549,20221231,DEL-USD-CM-75689-675,20250331,20200301,184385.54,11398.77,USD,DEL,LA,CUST-75689,Cooperative Bank,Y,CM,ABC1071,Housing Finance,Man Made Textiles,LARGE,16196257.04475,Over 3 Years and upto 5 years,STANDARD,5
wekalp_ref550,20221231,MUM-EUR-OD-70205-676,20250331,20200301,-349794.24,-4922.2,EUR,MUM,LA,CUST-70205,Corporate,Y,OD,ABC6484,Individual,Others,MEDIUM,-31262933.4394,Over 15 years,STANDARD,4
wekalp_ref551,20221231,MUM-GBP-CM-44808-677,20250331,20200301,600830.14,18276.79,GBP,MUM,LA,CUST-44808,Corporate,Y,CM,ABC663,Agriculture,Iron and Steel,SMALL,61618164.975575,Over 3 Months and upto 6 months,STANDARD,3
wekalp_ref552,20221231,DUB-EUR-OD-30579-678,20250331,20200301,-202156.07,-17250.42,EUR,DUB,MM,CUST-30579,Cooperative Bank,N,OD,ABC2785,Shipping,Food Processing,LARGE,-19337390.996150002,31 Days and upto 2 months,STANDARD,2
wekalp_ref553,20221231,DEL-GBP-CC-51433-679,20250331,20200301,1189185.71,10261.66,GBP,DEL,MM,CUST-51433,Overseas Bank,N,CC,ABC2608,Aviation,Sugar,MEDIUM,119377998.11767498,Over 7 years and up to 10 years,STANDARD,5
wekalp_ref554,20221231,DEL-GBP-OD-73377-680,20250331,20200301,-1023557.5,-16738.23,GBP,DEL,LA,CUST-73377,Overseas Bank,Y,OD,ABC690,Agriculture,Leather,SMALL,-103538033.267575,Over 1 Year and upto 3 years,STANDARD,5
wekalp_ref555,20221231,DEL-USD-OD-24373-682,20250331,20200301,-185040.12,-5295.96,USD,DEL,MM,CUST-24373,Overseas Bank,N,OD,ABC7960,Individual,Wood,MEDIUM,-15745552.218,Over 3 Months and upto 6 months,STANDARD,5
wekalp_ref556,20221231,DEL-GBP-OD-25345-685,20250331,20200301,-947830.06,-11924.8,GBP,DEL,LA,CUST-25345,Financial Institution,N,OD,ABC2932,Real Estate,Iron and Steel,MEDIUM,-95522001.82865001,8-14 Days,STANDARD,5
wekalp_ref557,20221231,MUM-INR-CM-41620-686,20250331,20200301,803899.85,12183.87,INR,MUM,LA,CUST-41620,Corporate,N,CM,ABC739,Tourism,Fertilizer,SMALL,816083.72,Over 1 Year and upto 3 years,SUB-STANDARD,4
wekalp_ref558,20221231,MUM-GBP-OD-55437-687,20250331,20200301,-1049080.14,-13724.4,GBP,MUM,LA,CUST-55437,Individual,Y,OD,ABC388,Housing Finance,Telecommunication,SMALL,-105778278.85484998,Over 5 years and upto 7 years,STANDARD,5
wekalp_ref559,20221231,MUM-EUR-CM-13191-688,20250331,20200301,1143843.77,14827.89,EUR,MUM,LA,CUST-13191,Corporate,N,CM,ABC6544,Software,Leather,LARGE,102119526.7541,2-7 Days,STANDARD,4
wekalp_ref560,20221231,MUM-EUR-CM-56358-689,20250331,20200301,123624.42,7196.41,EUR,MUM,LA,CUST-56358,Financial Institution,N,CM,ABC1712,Aviation,Tea,LARGE,11529893.85205,Over 10 year and up to 15 years,STANDARD,5
wekalp_ref561,20221231,DEL-USD-TL-78865-690,20250331,20200301,1306792.35,19514.75,USD,DEL,MM,CUST-78865,Financial Institution,N,TL,ABC3969,Transport,Others,MEDIUM,109718754.8475,Over 10 year and up to 15 years,STANDARD,2
wekalp_ref562,20221231,DUB-EUR-CM-18901-691,20250331,20200301,1163150.88,13848.99,EUR,DUB,LA,CUST-18901,Individual,N,CM,ABC8912,Shipping,Railways,MEDIUM,103734883.54245,8-14 Days,SUB-STANDARD,4
wekalp_ref563,20221231,MUM-EUR-OD-33164-693,20250331,20200301,-494491.74,-13585.97,EUR,MUM,MM,CUST-33164,Cooperative Bank,Y,OD,ABC2054,Others,Leather,LARGE,-44779428.97085,More than 2 months and upto 3 months,SUB-STANDARD,4
wekalp_ref564,20221231,MUM-GBP-TL-38464-694,20250331,20200301,1792428.5,11873.39,GBP,MUM,LA,CUST-38464,Cooperative Bank,N,TL,ABC8381,Agriculture,Telecommunication,SMALL,179577656.356975,Over 15 years,STANDARD,5
wekalp_ref565,20221231,MUM-GBP-TL-71193-695,20250331,20200301,487030.34,13928.09,GBP,MUM,MM,CUST-71193,Overseas Bank,Y,TL,ABC3923,Software,Food Processing,SMALL,49859140.141825005,Over 1 Year and upto 3 years,STANDARD,2
wekalp_ref566,20221231,DEL-GBP-CC-47666-696,20250331,20200301,1510500.83,18557.6,GBP,DEL,MM,CUST-47666,Financial Institution,N,CC,ABC6029,Transport,Railways,LARGE,152183362.89182502,Over 6 Months and upto 1 year,SUB-STANDARD,4
wekalp_ref567,20221231,DUB-USD-CM-15955-697,20250331,20200301,1238797.24,3211.59,USD,DUB,MM,CUST-15955,Overseas Bank,N,CM,ABC2754,Housing Finance,Man Made Textiles,MEDIUM,102745180.46175,2-7 Days,STANDARD,3
wekalp_ref568,20221231,DEL-EUR-TL-50634-698,20250331,20200301,138042.95,2195.11,EUR,DEL,LA,CUST-50634,Individual,Y,TL,ABC3569,Transport,Food Processing,MICRO,12359881.418100001,Over 5 years and upto 7 years,STANDARD,3
wekalp_ref569,20221231,MUM-EUR-TL-65755-699,20250331,20200301,1328504.2,2881.33,EUR,MUM,LA,CUST-65755,Individual,N,TL,ABC8368,Individual,Electronics,MEDIUM,117341663.68655002,Over 6 Months and upto 1 year,STANDARD,5
wekalp_ref570,20221231,DUB-EUR-CM-10944-700,20250331,20200301,1152697.39,8970.3,EUR,DUB,MM,CUST-10944,Overseas Bank,N,CM,ABC3972,Real Estate,Man Made Textiles,MEDIUM,102383581.85815,Over 15 years,SUB-STANDARD,2
wekalp_ref571,20221231,DUB-USD-OD-66841-701,20250331,20200301,-503280.1,-17511.47,USD,DUB,LA,CUST-66841,Corporate,N,OD,ABC9029,Housing Finance,Sugar,MICRO,-43082482.628249995,Over 5 years and upto 7 years,STANDARD,4
wekalp_ref572,20221231,DEL-INR-CC-74546-702,20250331,20200301,1118953.96,7991.4,INR,DEL,LA,CUST-74546,Individual,N,CC,ABC3377,Software,Leather,LARGE,1126945.3599999999,31 Days and upto 2 months,SUB-STANDARD,2
wekalp_ref573,20221231,DUB-INR-OD-62697-706,20250331,20200301,-1026626.71,-10168.71,INR,DUB,LA,CUST-62697,Individual,Y,OD,ABC6593,Tourism,Telecommunication,SMALL,-1036795.42,15-30 Days,STANDARD,1
wekalp_ref574,20221231,DUB-USD-CC-24765-707,20250331,20200301,442042.38,12763.3,USD,DUB,LA,CUST-24765,Corporate,N,CC,ABC7829,Software,Telecommunication,LARGE,37623799.878,Over 3 Months and upto 6 months,SUB-STANDARD,4
wekalp_ref575,20221231,MUM-USD-OD-20563-708,20250331,20200301,-224356.38,-8214.86,USD,MUM,LA,CUST-20563,Cooperative Bank,Y,OD,ABC288,Aviation,Iron and Steel,SMALL,-19239455.828999996,Over 5 years and upto 7 years,STANDARD,1
wekalp_ref576,20221231,DUB-USD-CM-69328-709,20250331,20200301,1900542.76,6605.12,USD,DUB,MM,CUST-69328,Financial Institution,N,CM,ABC2216,Agriculture,Electronics,LARGE,157768808.373,Over 7 years and up to 10 years,STANDARD,4
wekalp_ref577,20221231,DUB-USD-CC-45285-710,20250331,20200301,1160805.47,7835.17,USD,DUB,LA,CUST-45285,Financial Institution,Y,CC,ABC5973,Tourism,Leather,LARGE,96675796.94399999,Day - 1,DOUBTFUL,5
wekalp_ref578,20221231,DEL-EUR-OD-54790-711,20250331,20200301,-739970.65,-15183.85,EUR,DEL,LA,CUST-54790,Cooperative Bank,N,OD,ABC3146,Real Estate,Railways,MEDIUM,-66555541.85750001,2-7 Days,SUB-STANDARD,5
wekalp_ref579,20221231,DEL-EUR-TL-62478-714,20250331,20200301,266182.18,15061.24,EUR,DEL,LA,CUST-62478,Corporate,Y,TL,ABC4206,Shipping,Electronics,MEDIUM,24787388.8217,8-14 Days,STANDARD,5
wekalp_ref580,20221231,DEL-USD-CC-42213-716,20250331,20200301,1701912.71,4791.67,USD,DEL,LA,CUST-42213,Corporate,N,CC,ABC6124,Agriculture,Others,LARGE,141187119.83549997,2-7 Days,STANDARD,5
wekalp_ref581,20221231,MUM-USD-CM-22903-717,20250331,20200301,1906163.04,3911.65,USD,MUM,LA,CUST-22903,Financial Institution,N,CM,ABC9083,Agriculture,Telecommunication,MICRO,158010928.73024997,8-14 Days,SUB-STANDARD,4
wekalp_ref582,20221231,MUM-EUR-CC-64668-718,20250331,20200301,302630.95,10069.83,EUR,MUM,LA,CUST-64668,Corporate,Y,CC,ABC2378,Housing Finance,Man Made Textiles,MEDIUM,27559883.245300002,15-30 Days,STANDARD,4
wekalp_ref583,20221231,DUB-EUR-CC-71457-719,20250331,20200301,981409.36,11341.42,EUR,DUB,LA,CUST-71457,Individual,N,CC,ABC7516,Housing Finance,Sugar,MEDIUM,87496089.99530001,Over 7 years and up to 10 years,STANDARD,5
wekalp_ref584,20221231,DEL-GBP-CM-64439-720,20250331,20200301,1422818.91,3883.97,GBP,DEL,LA,CUST-64439,Financial Institution,Y,CM,ABC1591,Aviation,Wood,SMALL,141996170.8892,Day - 1,SUB-STANDARD,3
wekalp_ref585,20221231,DUB-GBP-OD-78709-723,20250331,20200301,-559741.97,-8406.69,GBP,DUB,LA,CUST-78709,Corporate,Y,OD,ABC2990,Real Estate,Electronics,LARGE,-56546415.75815,15-30 Days,DOUBTFUL,3
wekalp_ref586,20221231,MUM-USD-CM-11627-727,20250331,20200301,305650.71,18298.54,USD,MUM,LA,CUST-11627,Overseas Bank,N,CM,ABC3373,Aviation,Wood,MEDIUM,26798701.706249997,More than 2 months and upto 3 months,STANDARD,3
wekalp_ref587,20221231,DUB-INR-CC-67416-728,20250331,20200301,1693804.64,10180.58,INR,DUB,LA,CUST-67416,Financial Institution,Y,CC,ABC1437,Individual,Others,MICRO,1703985.22,Over 3 Years and upto 5 years,STANDARD,5
wekalp_ref588,20221231,DUB-USD-CC-40680-731,20250331,20200301,1038885.72,8462.06,USD,DUB,MM,CUST-40680,Cooperative Bank,N,CC,ABC2338,Software,Sugar,LARGE,86641845.1005,Over 3 Years and upto 5 years,STANDARD,4
wekalp_ref589,20221231,DEL-EUR-OD-12919-733,20250331,20200301,-896219.19,-3711.92,EUR,DEL,LA,CUST-12919,Individual,N,OD,ABC777,Agriculture,Telecommunication,MEDIUM,-79315428.37985,Over 3 Months and upto 6 months,SUB-STANDARD,2
wekalp_ref590,20221231,DUB-GBP-TL-37218-734,20250331,20200301,749178.26,5592.59,GBP,DUB,LA,CUST-37218,Corporate,N,TL,ABC8236,Individual,Sugar,LARGE,75120455.773375,Over 3 Months and upto 6 months,SUB-STANDARD,5
wekalp_ref591,20221231,DEL-GBP-TL-79857-735,20250331,20200301,1856175.77,18945.21,GBP,DEL,LA,CUST-79857,Corporate,N,TL,ABC6599,Aviation,Tea,MEDIUM,186626103.33695,More than 2 months and upto 3 months,SUB-STANDARD,2
wekalp_ref592,20221231,MUM-USD-OD-74036-737,20250331,20200301,-561466.42,-12941.28,USD,MUM,LA,CUST-74036,Financial Institution,Y,OD,ABC4636,Transport,Leather,LARGE,-47517876.9825,Over 15 years,STANDARD,5
wekalp_ref593,20221231,DEL-USD-OD-43749-738,20250331,20200301,-1879677.32,-13344.71,USD,DEL,MM,CUST-43749,Cooperative Bank,Y,OD,ABC9635,Transport,Sugar,SMALL,-156600247.43175,31 Days and upto 2 months,STANDARD,4
wekalp_ref594,20221231,MUM-INR-TL-49104-739,20250331,20200301,1422223.66,13546.42,INR,MUM,MM,CUST-49104,Cooperative Bank,N,TL,ABC3475,Shipping,Telecommunication,MICRO,1435770.0799999998,Over 5 years and upto 7 years,STANDARD,5
wekalp_ref595,20221231,DUB-USD-CC-26344-740,20250331,20200301,1961074.49,18338.09,USD,DUB,LA,CUST-26344,Individual,Y,CC,ABC9432,Aviation,Iron and Steel,LARGE,163746905.6805,Over 6 Months and upto 1 year,STANDARD,4
wekalp_ref596,20221231,DUB-INR-OD-46549-742,20250331,20200301,-1457954.57,-4192.47,INR,DUB,LA,CUST-46549,Financial Institution,N,OD,ABC4863,Individual,Iron and Steel,MICRO,-1462147.04,Over 3 Years and upto 5 years,STANDARD,4
wekalp_ref597,20221231,DUB-GBP-CM-51925-743,20250331,20200301,1634129.2,2371.12,GBP,DUB,LA,CUST-51925,Financial Institution,N,CM,ABC4234,Real Estate,Railways,LARGE,162876785.5988,More than 2 months and upto 3 months,SUB-STANDARD,5
wekalp_ref598,20221231,DUB-INR-OD-16490-746,20250331,20200301,-923824.22,-9132.46,INR,DUB,LA,CUST-16490,Cooperative Bank,Y,OD,ABC7467,Software,Fertilizer,SMALL,-932956.68,Over 3 Years and upto 5 years,STANDARD,2
wekalp_ref599,20221231,MUM-GBP-CM-34699-749,20250331,20200301,1164681.52,11812.08,GBP,MUM,LA,CUST-34699,Financial Institution,Y,CM,ABC8493,Aviation,Fertilizer,SMALL,117093466.77400002,Day - 1,SUB-STANDARD,3
wekalp_ref600,20221231,MUM-USD-CM-23309-750,20250331,20200301,1192640.54,19111.33,USD,MUM,MM,CUST-23309,Cooperative Bank,Y,CM,ABC5740,Software,Iron and Steel,MICRO,100242173.44575,Over 3 Years and upto 5 years,SUB-STANDARD,1
wekalp_ref601,20221231,MUM-EUR-TL-45524-751,20250331,20200301,1165777.1,4639.4,EUR,MUM,LA,CUST-45524,Financial Institution,N,TL,ABC4689,Aviation,Telecommunication,LARGE,103154658.2275,2-7 Days,SUB-STANDARD,4
wekalp_ref602,20221231,DUB-EUR-CC-57705-752,20250331,20200301,1465261.72,4918.24,EUR,DUB,LA,CUST-57705,Individual,N,CC,ABC1432,Others,Tea,SMALL,129574310.77459998,2-7 Days,STANDARD,4
wekalp_ref603,20221231,DUB-GBP-TL-39849-753,20250331,20200301,1557596.88,8556.99,GBP,DUB,LA,CUST-39849,Cooperative Bank,N,TL,ABC2407,Housing Finance,Fertilizer,MEDIUM,155875379.29642498,Day - 1,STANDARD,4
wekalp_ref604,20221231,DEL-USD-TL-73101-754,20250331,20200301,590532.88,17916.87,USD,DEL,LA,CUST-73101,Corporate,N,TL,ABC7389,Others,Fertilizer,SMALL,50334005.568749994,8-14 Days,SUB-STANDARD,5
wekalp_ref605,20221231,MUM-EUR-TL-56254-755,20250331,20200301,1767639.54,19498.93,EUR,MUM,LA,CUST-56254,Corporate,N,TL,ABC1102,Real Estate,Food Processing,LARGE,157509449.05345002,Over 3 Months and upto 6 months,STANDARD,4
wekalp_ref606,20221231,MUM-INR-TL-63413-756,20250331,20200301,796345.5,10556.32,INR,MUM,LA,CUST-63413,Individual,N,TL,ABC3123,Software,Electronics,SMALL,806901.82,Over 5 years and upto 7 years,SUB-STANDARD,5
wekalp_ref607,20221231,DEL-EUR-TL-61981-757,20250331,20200301,1292664.53,14064.54,EUR,DEL,LA,CUST-61981,Financial Institution,Y,TL,ABC7133,Transport,Fertilizer,SMALL,115168566.58445,Over 3 Months and upto 6 months,STANDARD,5
wekalp_ref608,20221231,MUM-GBP-CM-16125-758,20250331,20200301,288325.14,8586.65,GBP,MUM,MM,CUST-16125,Financial Institution,Y,CM,ABC7269,Tourism,Fertilizer,MEDIUM,29550888.179225005,Over 10 year and up to 15 years,STANDARD,3
wekalp_ref609,20221231,DUB-EUR-CM-65049-761,20250331,20200301,1576702.27,18082.99,EUR,DUB,LA,CUST-65049,Financial Institution,N,CM,ABC7465,Agriculture,Tea,LARGE,140556398.8901,Over 15 years,SUB-STANDARD,3
wekalp_ref610,20221231,MUM-EUR-OD-54378-762,20250331,20200301,-1854103.26,-4145.01,EUR,MUM,MM,CUST-54378,Financial Institution,Y,OD,ABC2207,Tourism,Fertilizer,SMALL,-163776711.27645,Over 15 years,SUB-STANDARD,4
